time,open,high,low,close,LongExit WMA,200 Day Weighted Moving Average,Hull,LongExit WMA,200 Day Weighted Moving Average,Hull,Omega Candles (Open),Omega Candles (High,Omega Candles (Low),Omega Candles (Close),AlphaTrend,AlphaTrend Candles (Open),AlphaTrend Candles (High,AlphaTrend Candles (Low),AlphaTrend Candles (Close),AlphaTrend Candles (Open),AlphaTrend Candles (High,AlphaTrend Candles (Low),AlphaTrend Candles (Close),Signal 1. Long,Signal 2. Long,Signal 3. Long,Signal 4. Short,Signal 5. Short,Signal 6. Long,Signal 7. Short,Signal 8. Long,Upper Band 1,Upper Band 2,Upper Band 3,Upper Band 4,Upper Band 5,Upper Band 6,Upper Band 7,Lower Band 1,Lower Band 2,Lower Band 3,Lower Band 4,Lower Band 5,Lower Band 6,Lower Band 7,WMA (blue line),Colored Dots,Volatility-Adj.WMA,Hull,MA 1,MA 2,Plot,Plot,MA 3,Plot,Plot,MA 4,Plot,Plot,MA 5,Plot,Plot,LinReg of Src,Trend,Trend MA1,Signal 1,Signal 2,Trigger,EMA Avg,Plot,Plot,Trend,MA 1,LR of MA1,MA 2,LR of MA2,MA 3,LR of MA3,mA 4,LR of MA4,Red MMC 2,Red MMC 3,Green MMC 2,Green MMC 3
1705674600,477.65,478.56,476.95,478.29,473.5375283018868,447.2588572139305,NaN,473.32026541397545,447.2588572139305,NaN,477.65,478.56,476.95,478.29,NaN,NaN,478.56,476.95,478.29,NaN,478.56,476.95,478.29,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,474.10857598045493,NaN,NaN,NaN,475.28668830007285,473.32641111513175,474.2496417797889,475.2297803722594,473.2695031873183,NaN,474.5368817020857,472.5766045171446,NaN,474.5176668943574,472.55738970941627,NaN,79.29317603428468,60.62775485770131,49.42198294822799,NaN,69.960465445993,NaN,NaN,NaN,NaN,0.8484227569480444,NaN,0.5826341269231118,0.3137898523949859,NaN,NaN,-0.05465232870835157,NaN,NaN,NaN,NaN,NaN
1705680000,478.31,479.51,478.01,479.35,473.649721473495,447.2588572139305,NaN,473.4298520258368,447.2588572139305,NaN,478.31,479.51,478.01,479.35,NaN,NaN,479.51,478.01,479.35,NaN,479.51,478.01,479.35,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,474.67383398687645,NaN,NaN,NaN,475.81952287906046,473.86234846596886,474.4856485671193,475.4642357736651,473.5070613605735,NaN,474.65641910219074,472.69924468909915,NaN,474.6283086800408,472.6711342669492,NaN,82.55780772434173,66.49300175786261,54.941500522270644,NaN,74.52540474110216,NaN,NaN,NaN,NaN,1.106116014809004,NaN,0.8425133864510826,0.577129809840119,NaN,NaN,0.03730968615217954,NaN,NaN,NaN,NaN,NaN
1705685400,479.37,481.71,479.28,481.66,473.8042659478886,447.2588572139305,NaN,473.5725132119788,447.2588572139305,NaN,479.37,481.71,479.28,481.66,NaN,NaN,481.71,479.28,481.66,NaN,481.71,479.28,481.66,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,475.55888316538494,NaN,NaN,NaN,476.5821078549482,474.61777518598745,474.8033446455505,475.7855109800309,473.8211783110701,NaN,474.82727889496834,472.8629462260076,NaN,474.786432282369,472.8220996134082,NaN,87.64975281001699,72.214681762597,60.58264553515457,NaN,79.932217286307,NaN,NaN,NaN,NaN,1.4222557957920305,NaN,1.1362369879914846,0.8527024664881808,NaN,NaN,0.1530257047445735,NaN,NaN,NaN,NaN,NaN
1705690800,481.67,482.72,481.33,482.14,473.9662192273137,447.2588572139305,NaN,473.7201503229593,447.2588572139305,NaN,481.67,482.72,481.33,482.14,NaN,NaN,482.72,481.33,482.14,NaN,482.72,481.33,482.14,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,476.39990848238676,NaN,NaN,NaN,477.36022358926425,475.4002442469931,475.1304147812972,476.11040445243276,474.1504251101616,NaN,475.00085123225483,473.0408718899837,NaN,474.94620889844924,472.9862295561781,NaN,88.48776941653057,76.86284254716881,66.02270897450921,NaN,82.67530598184969,NaN,NaN,NaN,NaN,1.6413799592635125,NaN,1.381495998502487,1.119697560204441,NaN,NaN,0.2761986881903646,NaN,NaN,NaN,NaN,NaN
1705696200,482.15,482.48,481.835,482.41,474.13157232704395,447.6918238805969,NaN,473.8694832648269,447.6918238805969,NaN,482.15,482.48,481.835,482.41,NaN,NaN,482.48,481.835,482.41,NaN,482.48,481.835,482.41,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,477.6000626215056,NaN,NaN,NaN,478.1278893212078,476.1804147723594,475.4580354449472,476.4317727193714,474.484298170523,NaN,475.17445261210565,473.22697806325726,NaN,475.10530960146815,473.15783505261976,NaN,88.99195557776198,80.42255596215597,71.07722742852144,NaN,84.70725576995898,NaN,NaN,NaN,NaN,1.6941541824974138,NaN,1.5456232930970828,1.3470738363315478,NaN,NaN,0.39535052066158344,NaN,1.6953896459602333,NaN,NaN,NaN
1705933800,484.01,485.22,483.35,483.55,474.31656783468105,447.6918238805969,NaN,474.0338191426893,447.6918238805969,NaN,484.01,485.22,483.35,483.55,NaN,NaN,485.22,483.35,483.55,NaN,485.22,483.35,483.55,0,0,0,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,478.88991953209154,NaN,NaN,NaN,478.9807414513876,477.02183164802767,475.8188235294119,476.79827843109183,474.8393686277319,NaN,475.3817429302932,473.4228331269333,NaN,475.296022736361,473.3371129330011,NaN,90.9910298224529,83.50250981195816,75.59340936761768,NaN,87.24676981720553,NaN,NaN,NaN,NaN,1.7226901560556485,NaN,1.6536718528966086,1.5277235627645331,NaN,NaN,0.5136122324995616,NaN,1.736340411103356,NaN,NaN,NaN
1705939200,483.57,484.2,482.96,483.92,474.5068391734053,447.6918238805969,NaN,474.20135055783913,447.6918238805969,NaN,483.57,484.2,482.96,483.92,NaN,NaN,484.2,482.96,483.92,NaN,484.2,482.96,483.92,0,0,0,0,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,480.0936134440222,NaN,NaN,NaN,479.8084101772245,477.8554494718982,476.1815799396682,477.15806029233136,475.20509958700507,NaN,475.5848876743548,473.6319269690285,NaN,475.48331952606844,473.53035882074215,NaN,91.58613331070907,86.13081197518801,79.486713062169,NaN,88.85847264294854,NaN,NaN,NaN,NaN,1.7066188871052266,NaN,1.694297405707698,1.6456885126778231,NaN,NaN,0.6241345863901026,NaN,1.691758125106162,1.691758125106162,NaN,NaN
1705944600,483.93,484.04,482.79,483.84,474.69379155435763,447.6918238805969,NaN,474.3651837933059,447.6918238805969,NaN,483.93,484.04,482.79,483.84,NaN,NaN,484.04,482.79,483.84,NaN,484.04,482.79,483.84,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,480.93957068710307,NaN,NaN,NaN,480.5700232976746,478.62284219940153,476.53086726998487,477.5044578191214,475.55727672084834,NaN,475.78314767095435,473.8359665726813,NaN,475.66738210349416,473.7202010052211,NaN,90.04288343886938,87.78366607967203,82.68019867932681,NaN,88.9132747592707,NaN,NaN,NaN,NaN,1.5936062845246397,NaN,1.65207787349309,1.6877731248022605,NaN,NaN,0.7190585616800742,NaN,NaN,NaN,NaN,NaN
1705950000,483.85,484.2,483.03,484.1,474.88391194968557,447.6918238805969,NaN,474.530563711098,447.6918238805969,NaN,483.85,484.2,483.03,484.1,NaN,NaN,484.2,483.03,484.1,NaN,484.2,483.03,484.1,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,481.64348969584864,NaN,NaN,NaN,481.3065469535867,479.36596766629634,476.87774132730016,477.84803097094533,475.907451683655,NaN,475.98363700320766,474.0430577159173,NaN,475.85420159333074,473.9136223060404,NaN,90.65687618047534,88.94035249805522,85.16183006860042,NaN,89.79861433926527,NaN,NaN,NaN,NaN,1.4466480330689062,NaN,1.5606667091902031,1.6579476619960918,NaN,NaN,0.7991669315688739,NaN,NaN,NaN,NaN,NaN
1705955400,484.11,484.185,483.37,483.52,475.0613090745732,448.1313835820896,NaN,474.68473869641804,448.1313835820896,NaN,484.11,484.185,483.37,483.52,NaN,NaN,484.185,483.37,483.52,NaN,484.185,483.37,483.52,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,482.0334010777799,NaN,NaN,NaN,481.90945521212103,479.9793167177036,477.19043740573153,478.15550665294023,476.2253681585228,NaN,476.167307833365,474.2371693389476,NaN,476.0263783217819,474.0962398273645,NaN,77.81245202566298,87.41268165399083,86.46497716770295,NaN,82.61256683982691,NaN,NaN,NaN,NaN,1.2318270967545952,NaN,1.4059140853937606,1.5635172535727433,NaN,NaN,0.8568351385331798,NaN,NaN,NaN,NaN,NaN
