time,open,high,low,close,LongExit WMA,200 Day Weighted Moving Average,Hull,LongExit WMA,200 Day Weighted Moving Average,Hull,Omega Candles (Open),Omega Candles (High,Omega Candles (Low),Omega Candles (Close),AlphaTrend,AlphaTrend Candles (Open),AlphaTrend Candles (High,AlphaTrend Candles (Low),AlphaTrend Candles (Close),AlphaTrend Candles (Open),AlphaTrend Candles (High,AlphaTrend Candles (Low),AlphaTrend Candles (Close),Signal 1. Long,Signal 2. Long,Signal 3. Long,Signal 4. Short,Signal 5. Short,Signal 6. Long,Signal 7. Short,Signal 8. Long,Upper Band 1,Upper Band 2,Upper Band 3,Upper Band 4,Upper Band 5,Upper Band 6,Upper Band 7,Lower Band 1,Lower Band 2,Lower Band 3,Lower Band 4,Lower Band 5,Lower Band 6,Lower Band 7,WMA (blue line),Colored Dots,Volatility-Adj.WMA,Hull,MA 1,MA 2,Plot,Plot,MA 3,Plot,Plot,MA 4,Plot,Plot,MA 5,Plot,Plot,LinReg of Src,Trend,Trend MA1,Signal 1,Signal 2,Trigger,EMA Avg,Plot,Plot,Trend,MA 1,LR of MA1,MA 2,LR of MA2,MA 3,LR of MA3,mA 4,LR of MA4,Red MMC 2,Red MMC 3,Green MMC 2,Green MMC 3
1708450200,34.84,35.69,34.68,35.66,36.65051841868823,25.738588557213916,NaN,36.20165296535526,25.738588557213916,NaN,34.84,35.69,34.68,35.66,NaN,NaN,35.69,34.68,35.66,NaN,35.69,34.68,35.66,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,37.91310087193152,NaN,NaN,NaN,38.56293567172675,37.53835087798085,38.082654600301666,38.59494699717462,37.570362203428715,NaN,37.269214340908306,36.244629547162404,NaN,37.16281081556118,36.13822602181528,NaN,27.706805929327814,35.94437649995148,47.25105839481694,NaN,31.825591214639648,NaN,NaN,NaN,NaN,-0.7915741664779455,NaN,-0.5719669862718936,-0.3283724456791969,NaN,NaN,-0.08033952387444172,NaN,NaN,NaN,-0.793895957109342,NaN
1708455600,35.67,36.47,35.47,36.41,36.6584456424079,25.738588557213916,NaN,36.2273534938344,25.738588557213916,NaN,35.67,36.47,35.47,36.41,NaN,NaN,36.47,35.47,36.41,NaN,36.47,35.47,36.41,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,37.73450095252281,NaN,NaN,NaN,38.346996958284336,37.32165801247589,38.04424208144797,38.55691155435219,37.53157260854375,NaN,37.27653019244976,36.25119124664132,NaN,37.17111511531212,36.14577616950368,NaN,38.81539624171012,34.962793045497605,42.94252386410846,NaN,36.88909464360386,NaN,NaN,NaN,NaN,-0.6944216023557459,NaN,-0.6511131842044686,-0.5015847302067806,NaN,NaN,-0.1256117247038309,NaN,NaN,NaN,NaN,NaN
1708461000,36.41,36.49,35.86,36.39,36.66569541778975,25.86484079601991,NaN,36.25179976512037,25.86484079601991,NaN,36.41,36.49,35.86,36.39,NaN,NaN,36.49,35.86,36.39,NaN,36.49,35.86,36.39,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,37.565967259361145,NaN,NaN,NaN,38.13732356764886,37.11530801129851,38.004034690799394,38.51504246897457,37.49302691262422,NaN,37.281188716529904,36.25917316017955,NaN,37.176703195964926,36.15468763961457,NaN,38.62546986168726,34.32913346468343,39.37198913509444,NaN,36.477301663185344,NaN,NaN,NaN,NaN,-0.5647565724446366,NaN,-0.6419169441548789,-0.6111732523219934,NaN,NaN,-0.15842893734540411,NaN,NaN,NaN,NaN,NaN
1708525800,35.11,35.59,34.71,34.95,36.645505840071884,25.86484079601991,NaN,36.25333118027012,25.86484079601991,NaN,35.11,35.59,34.71,34.95,NaN,NaN,35.59,34.71,34.95,NaN,35.59,34.71,34.95,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,37.20936226870733,NaN,NaN,NaN,37.794202027878804,36.763926627091955,37.9074245852187,38.42256228561212,37.392286884825275,NaN,37.26207647590363,36.231801075116785,NaN,37.16064354046531,36.13036813967846,NaN,27.148247253976336,31.90030598254313,36.23235233553711,NaN,29.524276618259734,NaN,NaN,NaN,NaN,-0.5868403405512884,NaN,-0.633151153184771,-0.6633803425334024,NaN,NaN,-0.19605259852095974,NaN,NaN,NaN,NaN,NaN
1708531200,34.95,35.61,34.815,35.16,36.62918867924529,25.86484079601991,NaN,36.25722900763358,25.86484079601991,NaN,34.95,35.61,34.815,35.16,NaN,NaN,35.61,34.815,35.16,NaN,35.61,34.815,35.16,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36.908367458844154,NaN,NaN,NaN,37.490323735670195,36.46160608889121,37.81900452488688,38.33336334827637,37.304645701497385,NaN,37.24253892017047,36.21382127339148,NaN,37.14354750263478,36.114829855855795,NaN,30.749266607386403,30.669376408079305,33.84738520403538,NaN,30.709321507732852,NaN,NaN,NaN,NaN,-0.6048289941714131,NaN,-0.6080437655661711,-0.6612178154296408,NaN,NaN,-0.2306258138106278,NaN,NaN,NaN,-0.5983113973880236,-0.5983113973880236
1708536600,35.16,35.54,35,35.25,36.614573225516615,25.86484079601991,NaN,36.26164004697592,25.86484079601991,NaN,35.16,35.54,35,35.25,NaN,NaN,35.54,35,35.25,NaN,35.54,35,35.25,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36.66427187494607,NaN,NaN,NaN,37.217097515857354,36.19272704554616,37.73301659125189,38.24520182640749,37.22083135609629,NaN,37.22359907904367,36.199228608732476,NaN,37.126758460672214,36.10238799036102,NaN,32.46603673770879,30.494230023470845,32.310456777110254,NaN,31.48013338058982,NaN,NaN,NaN,NaN,-0.5567676764907196,NaN,-0.5747391300207279,-0.626002327564705,NaN,NaN,-0.2596590384803062,NaN,NaN,NaN,NaN,NaN
1708542000,35.24,35.44,34.58,35.24,36.599736747529214,25.86484079601991,NaN,36.265056371109814,25.86484079601991,NaN,35.24,35.44,34.58,35.24,NaN,NaN,35.44,34.58,35.24,NaN,35.44,34.58,35.24,0,0,0,0,0,0,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36.448116971328204,NaN,NaN,NaN,36.967758295084735,35.94417152947666,37.645037707390635,38.15683109019467,37.1332443245866,NaN,37.20687438427679,36.183287618668714,NaN,37.11153013033325,36.08794336472518,NaN,32.35907643438627,30.851607642361813,31.563661194302743,NaN,31.60534203837404,NaN,NaN,NaN,NaN,-0.4909060175171926,NaN,-0.5360829379506654,-0.5814110550562346,NaN,NaN,-0.283317950610576,NaN,NaN,NaN,NaN,NaN
1708547400,35.25,36.15,35.21,36.15,36.60212039532795,25.98718358208956,NaN,36.28151673517323,25.98718358208956,NaN,35.25,36.15,35.21,36.15,NaN,NaN,36.15,35.21,36.15,NaN,36.15,35.21,36.15,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36.36956562763734,NaN,NaN,NaN,36.837868840788865,35.81417794283687,37.5907843137255,38.1026297627015,37.0789388647495,NaN,37.20987406248327,36.18618316453128,NaN,37.11396584430395,36.090274946351954,NaN,50.255342671214635,34.66586544153278,32.12225909546575,NaN,42.46060405637371,NaN,NaN,NaN,NaN,-0.34260828711905117,NaN,-0.4463052174276972,-0.5213000520797125,NaN,NaN,-0.2929538147316555,NaN,NaN,NaN,NaN,NaN
1708612200,40.44,41.29,39.87,40.8,36.69207906558851,25.98718358208956,NaN,36.36801996476805,25.98718358208956,NaN,40.44,41.29,39.87,40.8,NaN,NaN,41.29,39.87,40.8,NaN,41.29,39.87,40.8,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36.63391022923129,NaN,NaN,NaN,37.239002842439454,36.16900885346697,37.713634992458516,38.24863198694476,37.178637997972274,NaN,37.33131510936106,36.26132112038857,NaN,37.22707606007475,36.157082071102266,NaN,81.03053544971843,43.794810403325606,34.91749405231245,NaN,62.41267292652202,NaN,NaN,NaN,NaN,0.21310216601233614,NaN,-0.12644786309804676,-0.3672367200361262,NaN,NaN,-0.24652986743463373,NaN,NaN,NaN,NaN,NaN
1708617600,40.81,41.49,40.74,41.47,36.793644204851745,25.98718358208956,NaN,36.463440399295365,25.98718358208956,NaN,40.81,41.49,40.74,41.47,NaN,NaN,41.49,40.74,41.47,NaN,41.49,40.74,41.47,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36.97132797713647,NaN,NaN,NaN,37.67956149822558,36.612017449142826,37.856998491704374,38.39077051624575,37.323226467162996,NaN,37.44127255052497,36.373728501442216,NaN,37.32741622939312,36.25987218031037,NaN,82.86359720401539,52.087574872271645,39.39317219626128,NaN,67.47558603814352,NaN,NaN,NaN,NaN,0.7614964855038077,NaN,0.2725725834176359,-0.1068284314517417,NaN,NaN,-0.16750125822673387,NaN,NaN,NaN,NaN,NaN
1708623000,41.47,41.875,41.16,41.85,36.901290206648696,25.98718358208956,NaN,36.56318496770405,25.98718358208956,NaN,41.47,41.875,41.16,41.85,NaN,NaN,41.875,41.16,41.85,NaN,41.875,41.16,41.85,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,37.381264587275055,NaN,NaN,NaN,38.146898968038656,37.08216535944673,38.00999999999999,38.54236680429595,37.47763319570403,NaN,37.5579653736206,36.493231765028675,NaN,37.43365701094466,36.368923402352735,NaN,83.92107001068433,59.30922806710278,45.04150431684407,NaN,71.61514903889355,NaN,NaN,NaN,NaN,1.066762579087893,NaN,0.648011982664823,0.22359693217575938,NaN,NaN,-0.07367309558791808,NaN,NaN,NaN,NaN,NaN
1708628400,41.84,42.05,41.49,41.64,37.003843665768194,25.98718358208956,NaN,36.65818379330594,25.98718358208956,NaN,41.84,42.05,41.49,41.64,NaN,NaN,42.05,41.49,41.64,NaN,42.05,41.49,41.64,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,37.77142613130714,NaN,NaN,NaN,38.5749769374226,37.51473066491659,38.14948717948718,38.679610315740184,37.61936404323418,NaN,37.66883132055764,36.60858504805164,NaN,37.5339668020212,36.47372052951519,NaN,80.62179181716823,64.90893497072449,51.21190253643564,NaN,72.76536339394636,NaN,NaN,NaN,NaN,1.1566758792824363,NaN,0.9178455300856683,0.5624665369812482,NaN,NaN,0.01835500265351678,NaN,1.1630631685723998,NaN,NaN,NaN
1708633800,41.64,41.88,41.45,41.46,37.10196765498652,26.160942288557212,NaN,36.748943041691135,26.160942288557212,NaN,41.64,41.88,41.45,41.46,NaN,NaN,41.88,41.45,41.46,NaN,41.88,41.45,41.46,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,38.30070005506347,NaN,NaN,NaN,38.96888281132322,37.91450900154228,38.27717948717948,38.80436639206995,37.74999258228901,NaN,37.77462957267923,36.72025576289829,NaN,37.62915455987699,36.574780750096046,NaN,77.48836970258276,69.17881247941324,57.27178701449752,NaN,73.333591090998,NaN,NaN,NaN,NaN,1.1021845807673643,NaN,1.0484781644821857,0.8437563666025687,NaN,NaN,0.10036683435922705,NaN,NaN,NaN,NaN,NaN
1708698600,42.17,42.68,40.191,40.23,37.17588499550764,26.160942288557212,NaN,36.81948620082208,26.160942288557212,NaN,42.17,42.68,40.191,40.23,NaN,NaN,42.68,40.191,40.23,NaN,42.68,40.191,40.23,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,38.58961298734869,NaN,NaN,NaN,39.23577997443807,38.164570902754924,38.35301659125189,38.88862112709346,37.817412055410315,NaN,37.865730771902996,36.79452170021985,NaN,37.71148953134921,36.640280459666066,NaN,58.76123856337248,69.33715887477476,62.05937652961525,NaN,64.04919871907362,NaN,NaN,NaN,NaN,0.8823102495081679,NaN,0.9942948029726272,0.9952732163731335,NaN,NaN,0.15803074026037536,NaN,NaN,NaN,NaN,NaN
1708704000,40.24,41.025,39.41,40.38,37.25228212039533,26.160942288557212,NaN,36.89080563711099,26.160942288557212,NaN,40.24,41.025,39.41,40.38,NaN,NaN,41.025,39.41,40.38,NaN,41.025,39.41,40.38,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,38.85942116641531,NaN,NaN,NaN,39.51030058112642,38.43203860016012,38.4309653092006,38.97009629968375,37.89183431871745,NaN,37.95435611145937,36.876094130493065,NaN,37.79141311087848,36.71315112991218,NaN,60.169921593773054,69.176847797311,65.50912245554036,NaN,64.67338469554203,NaN,NaN,NaN,NaN,0.6648899228693873,NaN,0.8568884677471331,1.0012290678576385,NaN,NaN,0.1999848253390143,NaN,NaN,NaN,NaN,NaN
1708709400,40.38,40.93,40.12,40.66,37.33364420485177,26.160942288557212,NaN,36.96488725778039,26.160942288557212,NaN,40.38,40.93,40.12,40.66,NaN,NaN,40.93,40.12,40.66,NaN,40.93,40.12,40.66,0,0,0,0,0,0,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,39.13107112506749,NaN,NaN,NaN,39.80094321859002,38.72455385743338,38.517496229260935,39.05569090983926,37.97930154868261,NaN,38.04354814155034,36.967158780393696,NaN,37.871838885430094,36.79544952427345,NaN,63.00096231731294,68.996350397102,67.64518051444702,NaN,65.99865635720747,NaN,NaN,NaN,NaN,0.5361619760262973,NaN,0.7063903022215039,0.9060442190461667,NaN,NaN,0.23319416953784097,NaN,NaN,NaN,NaN,NaN
1708714800,40.66,40.665,39.84,39.92,37.40061275831087,26.160942288557212,NaN,37.026113916617746,26.160942288557212,NaN,40.66,40.665,39.84,39.92,NaN,NaN,40.665,39.84,39.92,NaN,40.665,39.84,39.92,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,39.27706440462153,NaN,NaN,NaN,40.00004029225207,38.925339824707,38.57333333333333,39.110683567105866,38.035983099560795,NaN,38.11664225986132,37.04194179231625,NaN,37.937962992083406,36.863262524538335,NaN,51.41178576970568,66.15354952315342,68.0267434789622,NaN,58.782667646429545,NaN,NaN,NaN,NaN,0.37842960597489633,NaN,0.5366319271264014,0.7477458596801456,NaN,NaN,0.25152159309007704,NaN,NaN,NaN,NaN,NaN
1708720200,39.92,40.35,39.82,40.05,37.469525606469006,26.320922388059703,NaN,37.08791603053434,26.320922388059703,NaN,39.92,40.35,39.82,40.05,NaN,NaN,40.35,39.82,40.05,NaN,40.35,39.82,40.05,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,39.45631733881271,NaN,NaN,NaN,40.187289392253525,39.1175059293839,38.63255656108598,39.16744829252079,38.097664829651166,NaN,38.18964767504938,37.119864212179756,NaN,38.00441733790382,36.934633875034194,NaN,53.225655061300664,63.294130168852675,67.16691140758273,NaN,58.259892615076666,NaN,NaN,NaN,NaN,0.24774370154915934,NaN,0.388985331933921,0.571489391658639,NaN,NaN,0.26174452303500834,NaN,NaN,NaN,NaN,NaN
1708957800,41.22,41.67,40.4,41.415,37.56373135669363,26.320922388059703,NaN,37.169192014092765,26.320922388059703,NaN,41.22,41.67,40.4,41.415,NaN,NaN,41.67,40.4,41.415,NaN,41.67,40.4,41.415,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,39.8216911734565,NaN,NaN,NaN,40.49377445154737,39.41686882330643,38.742334087481154,39.280786901601616,38.20388127336069,NaN,38.295223274882076,37.218317646641154,NaN,38.1021841708141,37.02527854257316,NaN,68.18886479504484,63.10128872268565,66.07067212767524,NaN,65.64507675886524,NaN,NaN,NaN,NaN,0.2886394168632667,NaN,0.3361747923690037,0.43342156990484737,NaN,NaN,0.28055737388022767,NaN,NaN,NaN,NaN,NaN
1708963200,41.42,41.74,41.075,41.69,37.6626037735849,26.320922388059703,NaN,37.25343394010571,26.320922388059703,NaN,41.42,41.74,41.075,41.69,NaN,NaN,41.74,41.075,41.69,NaN,41.74,41.075,41.69,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40.172816527884564,NaN,NaN,NaN,40.79026379767517,39.71681222571666,38.859472096530915,39.39619788251017,38.32274631055166,NaN,38.399598708344065,37.32614713638555,NaN,38.199329559564156,37.12587798760564,NaN,70.47249163634001,63.55713707774819,65.1199416059265,NaN,67.0148143570441,NaN,NaN,NaN,NaN,0.3763189483510179,NaN,0.3391530739986706,0.35662713491234366,NaN,NaN,0.3045906591492528,NaN,0.40135180337689746,NaN,NaN,NaN
1708968600,41.69,41.795,41.12,41.35,37.754452830188676,26.320922388059703,NaN,37.331194362889015,26.320922388059703,NaN,41.69,41.795,41.12,41.35,NaN,NaN,41.795,41.12,41.35,NaN,41.795,41.12,41.35,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40.40277039194336,NaN,NaN,NaN,41.02015874741771,39.950016691178774,38.96139140271492,39.49646243083439,38.426320374595456,NaN,38.49549076302375,37.42534870678482,NaN,38.289523858308144,37.21938180206921,NaN,63.68921771194947,63.00495572960654,64.20373128225617,NaN,63.34708672077801,NaN,NaN,NaN,NaN,0.37999343525441515,NaN,0.34493128593458094,0.3248219447158363,NaN,NaN,0.3256008288879108,NaN,0.36931425119317396,NaN,NaN,NaN
1708974000,41.34,41.78,41.25,41.545,37.849190476190465,26.320922388059703,NaN,37.410647093364645,26.320922388059703,NaN,41.34,41.78,41.25,41.545,NaN,NaN,41.78,41.25,41.545,NaN,41.78,41.25,41.545,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40.61729776873173,NaN,NaN,NaN,41.24079321257511,40.17552257689857,39.068842383107075,39.601477700945345,38.536207065268805,NaN,38.592986674875945,37.527716039199404,NaN,38.381825794028735,37.316555158352195,NaN,65.94519667392558,63.23080423452848,63.64340976275339,NaN,64.58800045422703,NaN,NaN,NaN,NaN,0.35884248814148617,NaN,0.3543509132380933,0.32313453902680206,NaN,NaN,0.34490876159189826,NaN,0.35360660661564225,0.35360660661564225,NaN,NaN
1708979400,41.56,41.63,41.21,41.23,37.93719676549864,26.489981094527362,NaN,37.48406870229008,26.489981094527362,NaN,41.56,41.63,41.21,41.23,NaN,NaN,41.63,41.21,41.23,NaN,41.63,41.21,41.23,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40.70540115942991,NaN,NaN,NaN,41.3891218886365,40.329883959316724,39.16243966817497,39.69205863283486,38.63282070351508,NaN,38.681934344420036,37.62269641510026,NaN,38.46681573015853,37.40757780083875,NaN,58.856723357402984,62.434686593596155,63.09554567226118,NaN,60.64570497549957,NaN,NaN,NaN,NaN,0.30430581713849375,NaN,0.3366402091396495,0.3295176835495932,NaN,NaN,0.35768933133815495,NaN,NaN,NaN,NaN,NaN
1709044200,41.83,42.155,40.79,41.985,38.03871069182391,26.489981094527362,NaN,37.56783675866118,26.489981094527362,NaN,41.83,42.155,40.79,41.985,NaN,NaN,42.155,40.79,41.985,NaN,42.155,40.79,41.985,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40.830096444099425,NaN,NaN,NaN,41.5866548364168,40.522994286390215,39.283544494720964,39.815374769734255,38.75171421970767,NaN,38.78999669622094,37.726336146194356,NaN,38.5705409668372,37.50688041681062,NaN,68.57283319220427,63.743891583449155,63.08888570657991,NaN,66.15836238782671,NaN,NaN,NaN,NaN,0.30804364923877614,NaN,0.3287073752333915,0.33522719759812486,NaN,NaN,0.3726822438828456,NaN,0.3222377626582045,0.3222377626582045,NaN,NaN
1709049600,42,42.05,41.42,41.59,38.131604672057506,26.489981094527362,NaN,37.64447445684087,26.489981094527362,NaN,42,42.05,41.42,41.59,NaN,NaN,42.05,41.42,41.59,NaN,42.05,41.42,41.59,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40.902209533308465,NaN,NaN,NaN,41.69915825881286,40.639204314286545,39.387469834087476,39.91744680635063,38.85749286182432,NaN,38.8844678201487,37.82451387562239,NaN,38.66158164432066,37.60162769979435,NaN,59.71889132332761,63.264896331163996,63.136208919679355,NaN,61.4918938272458,NaN,NaN,NaN,NaN,0.2879453608541193,NaN,0.30389603880116123,0.3258349030285772,NaN,NaN,0.38127913482731146,NaN,0.2707991599520767,NaN,NaN,NaN
1709055000,41.58,41.67,40.98,41.41,38.21983917340522,26.489981094527362,NaN,37.71741632413387,26.489981094527362,NaN,41.58,41.67,40.98,41.41,NaN,NaN,41.67,40.98,41.41,NaN,41.67,40.98,41.41,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40.94279508558624,NaN,NaN,NaN,41.75592834289141,40.698983937810354,39.48401206636501,40.01248426890554,38.955539863824484,NaN,38.974246450383994,37.91730204530294,NaN,38.74831137594575,37.69136697086469,NaN,55.78045963593356,62.078023140633476,62.92652266207215,NaN,58.929241388283515,NaN,NaN,NaN,NaN,0.2244743607698041,NaN,0.2646258123394494,0.30095097143719907,NaN,NaN,0.3812763035733083,NaN,NaN,NaN,NaN,NaN
1709060400,41.4,41.55,41.271,41.51,38.30860017969451,26.489981094527362,NaN,37.79106752789194,26.489981094527362,NaN,41.4,41.55,41.271,41.51,NaN,NaN,41.55,41.271,41.51,NaN,41.55,41.271,41.51,0,0,0,0,0,0,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40.97242453374026,NaN,NaN,NaN,41.79021905653852,40.74077509550827,39.58400829562594,40.10873027614107,39.05928631511082,NaN,39.06236452206784,38.01292056103759,NaN,38.83332216020963,37.783878199179384,NaN,57.64275279944041,61.36103057403838,62.51856580347564,NaN,59.5018916867394,NaN,NaN,NaN,NaN,0.17654709222906936,NaN,0.22417330407057204,0.2671558256989994,NaN,NaN,0.37535380923038825,NaN,0.16416465775427014,NaN,NaN,NaN
1709065800,41.51,41.52,41.03,41.08,38.38792902066485,26.65668805970149,NaN,37.857358778625944,26.65668805970149,NaN,41.51,41.52,41.03,41.08,NaN,NaN,41.52,41.03,41.08,NaN,41.52,41.03,41.08,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40.97742653142187,NaN,NaN,NaN,41.77629256772752,40.73195304630758,39.66628959276017,40.188459353470144,39.1441198320502,NaN,39.14132503106555,38.096985509645606,NaN,38.91009878137482,37.86575925995488,NaN,47.35249230846415,58.65979124490696,61.50402923724266,NaN,53.00614177668555,NaN,NaN,NaN,NaN,0.10543829841429424,NaN,0.16698707938913154,0.22197532784599389,NaN,NaN,0.36016643009367655,NaN,NaN,NaN,NaN,NaN
1709130600,39.74,39.88,39.15,39.81,38.442024258760114,26.65668805970149,NaN,37.903533763945994,26.65668805970149,NaN,39.74,39.88,39.15,39.81,NaN,NaN,39.88,39.15,39.81,NaN,39.88,39.15,39.81,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40.888749419643865,NaN,NaN,NaN,41.638908092342625,40.58378196613689,39.69842006033183,40.225983123434695,39.17085699722896,NaN,39.20068424972184,38.1455581235161,NaN,38.96958732186298,37.914461195657246,NaN,29.002559101591203,52.72898520094113,59.213114907025215,NaN,40.86577215126617,NaN,NaN,NaN,NaN,-0.07151561151453478,NaN,0.04957750982197808,0.14891880237275312,NaN,NaN,0.3261005274196469,NaN,NaN,NaN,NaN,NaN
1709136000,39.81,40.39,39.81,39.89,38.496543575920946,26.65668805970149,NaN,37.950300645918965,26.65668805970149,NaN,39.81,40.39,39.81,39.89,NaN,NaN,40.39,39.81,39.89,NaN,40.39,39.81,39.89,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40.80977216802517,NaN,NaN,NaN,41.514395561126804,40.46344069618313,39.73312971342382,40.25860714589566,39.20765228095198,NaN,39.25289485304833,38.201939988104655,NaN,39.022021008392784,37.97106614344911,NaN,31.023078232613003,47.878024557042046,56.06667185151818,NaN,39.45055139482753,NaN,NaN,NaN,NaN,-0.210456656042273,NaN,-0.06923498349085691,0.05266867180344459,NaN,NaN,0.2830638057039829,NaN,NaN,NaN,NaN,NaN
1709141400,39.88,40.1,39.515,40.03,38.55268733153638,26.65668805970149,NaN,37.99865179095713,26.65668805970149,NaN,39.88,40.1,39.515,40.03,NaN,NaN,40.1,39.515,40.03,NaN,40.1,39.515,40.03,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40.753036161157254,NaN,NaN,NaN,41.41490214645122,40.36802183015697,39.77124811463047,40.29468827277759,39.24780795648334,NaN,39.30667285328703,38.259792536992784,NaN,39.07612748968351,38.02924717338926,NaN,34.91294045031702,44.451573650975114,52.59943008610924,NaN,39.68225705064607,NaN,NaN,NaN,NaN,-0.2545281027209185,NaN,-0.15954153658053466,-0.04797597595374947,NaN,NaN,0.23760714656254253,NaN,NaN,NaN,-0.26027740621066187,NaN
